순번,년도,모델명,제조사,유종,배기량,복합연비,등급,평균주행거리(km),전비(km/kWh),에너지단가(원/kWh),1년 유지비(원)
706,2023,포트로 픽업(HMT-250P),(주)디피코,전기,0.0,4.2,초소형,15000,4.2,347.2,1239999.9999999998
707,2023,포트로(HMT-101),(주)디피코,전기,0.0,3.8,초소형,15000,3.8,347.2,1370526.3157894737
708,2023,플러스(PLUS),(주) 한신자동차,전기,0.0,2.5,5등급,15000,2.5,347.2,2083200.0
709,2023,플러스2.0(카고),(주) 한신자동차,전기,0.0,2.5,5등급,15000,2.5,347.2,2083200.0
710,2023,한국쓰리축1톤롱바디EV트럭(봉고),주식회사 한국쓰리축,전기,0.0,2.8,5등급,15000,2.8,347.2,1860000.0000000002
711,2023,한국쓰리축1톤롱바디EV트럭(포터),주식회사 한국쓰리축,전기,0.0,2.8,5등급,15000,2.8,347.2,1860000.0000000002
712,2024,BMW i3 120Ah,BMW,전기,0.0,5.66,2등급,15000,5.66,347.2,920141.3427561837
713,2024,BMW i4 M50,BMW,전기,0.0,4.1,4등급,15000,4.8,347.2,1085000.0
714,2024,BMW i4 M50 xDrive,BMW,전기,0.0,4.045,4등급,15000,4.8,347.2,1085000.0
715,2024,BMW i4 eDrive40,BMW,전기,0.0,4.555,3등급,15000,4.8,347.2,1085000.0
716,2024,BMW i5 M60 xDrive,BMW,전기,0.0,3.8,4등급,15000,3.8,347.2,1370526.3157894737
717,2024,BMW i5 eDrive40,BMW,전기,0.0,4.055,4등급,15000,4.055,347.2,1284340.3205918618
718,2024,"BMW i5 eDrive40 (19"", 20"")",BMW,전기,0.0,4.6,3등급,15000,4.6,347.2,1132173.9130434783
719,2024,BMW i5 xDrive40,BMW,전기,0.0,4.345,3등급,15000,4.345,347.2,1198619.1024165708
720,2024,BMW i7 M70 xDrive,BMW,전기,0.0,3.29,5등급,15000,3.29,347.2,1582978.7234042552
721,2024,BMW i7 eDrive50,BMW,전기,0.0,3.835,4등급,15000,3.835,347.2,1358018.252933507
722,2024,BMW i7 xDrive60,BMW,전기,0.0,3.69,4등급,15000,3.69,347.2,1411382.1138211382
723,2024,BMW iX M60,BMW,전기,0.0,3.39,4등급,15000,3.39,347.2,1536283.185840708
724,2024,BMW iX xDrive40,BMW,전기,0.0,3.9,4등급,15000,3.9,347.2,1335384.6153846153
725,2024,BMW iX xDrive50,BMW,전기,0.0,3.545,4등급,15000,3.545,347.2,1469111.424541608
726,2024,BMW iX1 xDrive30,BMW,전기,0.0,4.155,3등급,15000,4.155,347.2,1253429.6028880866
727,2024,BMW iX2 eDrive20,BMW,전기,0.0,4.81,3등급,15000,4.81,347.2,1082744.2827442829
728,2024,BMW iX2 xDrive30,BMW,전기,0.0,4.555,3등급,15000,4.555,347.2,1143358.9462129527
729,2024,BMW iX3 M Sport,BMW,전기,0.0,4.065,4등급,15000,4.4,347.2,1183636.3636363635
730,2024,CEVO-C,Supa Motor Limited,전기,0.0,6.45,초소형,15000,6.45,347.2,807441.8604651163
731,2024,CEVO-C SE,(주)캠시스,전기,0.0,6.295,초소형,15000,6.295,347.2,827323.2724384431
732,2024,LEAF,닛산,전기,0.0,5.14,2등급,15000,5.14,347.2,1013229.5719844359
733,2024,CEVO-C SE 1인승 밴형,주식회사 쎄보모빌리티,전기,0.0,6.295,초소형,15000,6.295,347.2,827323.2724384431
734,2024,CHEVROLET BOLT EUV,GM,전기,0.0,5.605,2등급,15000,5.605,347.2,929170.3835860838
735,2024,CHEVROLET BOLT EV,GM,전기,0.0,5.46,2등급,15000,5.46,347.2,953846.1538461538
736,2024,CHEVROLET BOLT EV,한국지엠,전기,0.0,5.595,2등급,15000,5.595,347.2,930831.0991957105
737,2024,Change,AD모터스,전기,0.0,2.365,초소형,15000,4.3,347.2,1211162.7906976745
738,2024,D2C,쎄미시스코,전기,0.0,5.23,초소형,15000,5.23,347.2,995793.499043977
739,2024,D2C(D2C13),쎄미시스코,전기,0.0,5.46,초소형,15000,5.46,347.2,953846.1538461538
740,2024,D2P,쎄미시스코,전기,0.0,5.23,초소형,15000,5.23,347.2,995793.499043977
741,2024,DANIGO 3,(주)대창모터스,전기,0.0,6.27,초소형,15000,6.27,347.2,830622.009569378
742,2024,DS3 CROSSBACK E-TENSE,PSA Automobiles,전기,0.0,4.885,3등급,15000,4.885,347.2,1066120.7778915046
743,2024,DS3 E-TENSE,PSA Automobiles,전기,0.0,5.55,2등급,15000,5.55,347.2,938378.3783783785
744,2024,Danigo(다니고),(주)대창모터스,전기,0.0,2.915,초소형,15000,2.915,347.2,1786620.9262435676
745,2024,E-CV1,"Shanxi Victory Automobile Manufacturing Co., LTD",전기,0.0,3.795,4등급,15000,3.795,347.2,1372332.0158102766
746,2024,EV SAVER(파워테크닉스 세이버 KNCSZ76ADK803665),파워테크닉스,전기,0.0,1.645,5등급,15000,1.6,347.2,3255000.0
747,2024,EV3 기본형 2WD 17인치,기아,전기,0.0,5.195,2등급,15000,5.195,347.2,1002502.4061597689
748,2024,EV3 기본형 2WD 19인치,기아,전기,0.0,5.195,2등급,15000,5.195,347.2,1002502.4061597689
749,2024,EV3 항속형 2WD 17인치(C),기아,전기,0.0,5.405,2등급,15000,5.405,347.2,963552.2664199815
750,2024,EV3 항속형 2WD 17인치(nC),기아,전기,0.0,5.405,2등급,15000,5.405,347.2,963552.2664199815
751,2024,EV3 항속형 2WD 19인치,기아,전기,0.0,5.095,2등급,15000,5.095,347.2,1022178.6064769382
752,2024,EV6 GT,기아,전기,0.0,3.93,4등급,15000,5.3,347.2,982641.5094339623
753,2024,EV6 기본형 4WD 19인치,기아,전기,0.0,5.415,2등급,15000,5.3,347.2,982641.5094339623
754,2024,EV6 기본형 RWD 19인치,기아,전기,0.0,5.725,2등급,15000,5.3,347.2,982641.5094339623
755,2024,EV6 항속형 2WD 개조차 19인치(C),기아,전기,0.0,5.215,2등급,15000,5.3,347.2,982641.5094339623
756,2024,EV6 항속형 2WD 개조차 19인치(nC),기아,전기,0.0,5.215,2등급,15000,5.3,347.2,982641.5094339623
757,2024,EV6 항속형 2WD 개조차 20인치,기아,전기,0.0,4.96,3등급,15000,5.3,347.2,982641.5094339623
758,2024,EV6 항속형 4WD 19인치,기아,전기,0.0,5.105,2등급,15000,5.3,347.2,982641.5094339623
759,2024,EV6 항속형 4WD 20인치,기아,전기,0.0,4.605,3등급,15000,5.3,347.2,982641.5094339623
760,2024,EV6 항속형 4WD 개조차 19인치,기아,전기,0.0,4.895,3등급,15000,5.3,347.2,982641.5094339623
761,2024,EV6 항속형 4WD 개조차 20인치,기아,전기,0.0,4.585,3등급,15000,5.3,347.2,982641.5094339623
762,2024,EV6 항속형 RWD 19인치(빌트인캠미적용),기아,전기,0.0,5.47,2등급,15000,5.3,347.2,982641.5094339623
763,2024,EV6 항속형 RWD 19인치(빌트인캠적용),기아,전기,0.0,5.415,2등급,15000,5.3,347.2,982641.5094339623
764,2024,EV6 항속형 RWD 20인치,기아,전기,0.0,5.005,3등급,15000,5.3,347.2,982641.5094339623
765,2024,EV9 2WD 19인치 6인,기아,전기,0.0,4.205,3등급,15000,4.205,347.2,1238525.564803805
766,2024,EV9 2WD 19인치 7인,기아,전기,0.0,4.205,3등급,15000,4.205,347.2,1238525.564803805
767,2024,EV9 2WD 20인치 6인,기아,전기,0.0,4.105,4등급,15000,4.105,347.2,1268696.711327649
768,2024,EV9 2WD 20인치 7인,기아,전기,0.0,4.105,4등급,15000,4.105,347.2,1268696.711327649
769,2024,EV9 4WD 19인치 6인,기아,전기,0.0,3.795,4등급,15000,3.795,347.2,1372332.0158102766
770,2024,EV9 4WD 19인치 7인,기아,전기,0.0,3.795,4등급,15000,3.795,347.2,1372332.0158102766
771,2024,EV9 4WD 21인치 6인,기아,전기,0.0,3.895,4등급,15000,3.895,347.2,1337098.8446726573
772,2024,EV9 4WD 21인치 7인,기아,전기,0.0,3.895,4등급,15000,3.895,347.2,1337098.8446726573
773,2024,EV9 GTL 4WD 21인치 6인,기아,전기,0.0,3.785,4등급,15000,3.785,347.2,1375957.7278731836
774,2024,EV9 GTL 4WD 21인치 7인,기아,전기,0.0,3.785,4등급,15000,3.785,347.2,1375957.7278731836
775,2024,G80 Electrified,현대,전기,0.0,4.32,3등급,15000,4.32,347.2,1205555.5555555555
776,2024,G80 Electrified 24MY,현대,전기,0.0,4.32,3등급,15000,4.32,347.2,1205555.5555555555
777,2024,GV60 4WD 19인치,현대,전기,0.0,4.485,3등급,15000,4.9,347.2,1062857.1428571427
778,2024,GV60 4WD 20인치,현대,전기,0.0,4.33,3등급,15000,4.9,347.2,1062857.1428571427
779,2024,GV60 4WD 무선충전,현대,전기,0.0,4.13,4등급,15000,4.9,347.2,1062857.1428571427
780,2024,GV60 RWD 19인치,현대,전기,0.0,5.16,2등급,15000,4.9,347.2,1062857.1428571427
781,2024,GV60 성능형 4WD 21인치,현대,전기,0.0,4.075,4등급,15000,4.9,347.2,1062857.1428571427
782,2024,GV60 성능형 4WD 무선충전,현대,전기,0.0,3.975,4등급,15000,4.9,347.2,1062857.1428571427
783,2024,GV70 Electrified 19인치,현대,전기,0.0,4.595,3등급,15000,4.595,347.2,1133405.8759521218
784,2024,GV70 Electrified 20인치,현대,전기,0.0,4.34,3등급,15000,4.34,347.2,1200000.0
785,2024,GV70 Electrified 무선충전,현대,전기,0.0,4.24,3등급,15000,4.24,347.2,1228301.8867924528
786,2024,ID.4 Pro,폭스바겐,전기,0.0,4.675,3등급,15000,4.675,347.2,1114010.6951871656
787,2024,ID.4 Pro,폭스바겐,전기,0.0,4.885,3등급,15000,4.885,347.2,1066120.7778915046
788,2024,ID.4 Pro,폭스바겐,전기,0.0,4.94,3등급,15000,4.94,347.2,1054251.0121457488
789,2024,ID.5 Pro,폭스바겐,전기,0.0,4.985,2등급,15000,4.985,347.2,1044734.2026078234
790,2024,LEAF,닛산,전기,0.0,5.295,2등급,15000,5.295,347.2,983569.4050991501
791,2024,LEAF PLUS,닛산,전기,0.0,4.785,3등급,15000,4.785,347.2,1088401.2539184953
792,2024,LSEV,코리아에어카고,전기,0.0,4.45,3등급,15000,4.45,347.2,1170337.0786516853
793,2024,MASADA 2밴,DFSK,전기,0.0,3.915,4등급,15000,3.915,347.2,1330268.1992337164
794,2024,MASADA 3세대 2밴,DFSK,전기,0.0,3.915,4등급,15000,3.915,347.2,1330268.1992337164
795,2024,MASADA 3세대 4밴,DFSK,전기,0.0,3.915,4등급,15000,3.915,347.2,1330268.1992337164
796,2024,MASADA 4밴,DFSK,전기,0.0,3.915,4등급,15000,3.915,347.2,1330268.1992337164
797,2024,MASADA QQ 2밴,체리자동차,전기,0.0,6.265,초소형,15000,6.265,347.2,831284.9162011173
798,2024,MASADA 픽업,DFSK,전기,0.0,3.56,4등급,15000,3.56,347.2,1462921.3483146068
799,2024,MG ZS EV,(주) 케이모터,전기,0.0,4.385,3등급,15000,4.385,347.2,1187685.2907639681
800,2024,MINI Cooper SE,MINI,전기,0.0,4.53,3등급,15000,4.53,347.2,1149668.8741721853
801,2024,MINI Cooper SE,MINI,전기,0.0,5.33,2등급,15000,5.33,347.2,977110.694183865
802,2024,MINI Countryman E,MINI,전기,0.0,4.765,3등급,15000,4.765,347.2,1092969.5697796433
803,2024,MINI Countryman SE ALL4,MINI,전기,0.0,4.465,3등급,15000,4.465,347.2,1166405.3751399776
804,2024,Mercedes-AMG EQE 53 4MATIC +,벤츠,전기,0.0,3.6,4등급,15000,3.6,347.2,1446666.6666666667
805,2024,Mercedes-AMG EQE 53 4MATIC + SUV,벤츠,전기,0.0,3.355,4등급,15000,3.355,347.2,1552309.9850968705
806,2024,Mercedes-AMG EQE 53 4MATIC + SUV,벤츠,전기,0.0,3.555,4등급,15000,3.555,347.2,1464978.9029535863
807,2024,Mercedes-AMG EQE 53 4MATIC +(Race Start +),벤츠,전기,0.0,3.6,4등급,15000,3.6,347.2,1446666.6666666667
808,2024,Mercedes-AMG EQE53 4MATIC +,벤츠,전기,0.0,3.3,5등급,15000,3.3,347.2,1578181.8181818184
809,2024,Mercedes-AMG EQS 53 4MATIC +,벤츠,전기,0.0,3.245,5등급,15000,3.245,347.2,1604930.662557781
810,2024,Mercedes-AMG EQS53 4MATIC +,벤츠,전기,0.0,3.145,5등급,15000,3.145,347.2,1655961.8441971384
811,2024,Mercedes-AMG EQS53 4MATIC +,벤츠,전기,0.0,3.2,5등급,15000,3.2,347.2,1627500.0
812,2024,Q8 55 e-tron uattro,아우디,전기,0.0,3.045,5등급,15000,3.045,347.2,1710344.8275862068
813,2024,Mercedes-Benz EQA 250,벤츠,전기,0.0,5.04,2등급,15000,5.04,347.2,1033333.3333333333
814,2024,Mercedes-Benz EQA250,벤츠,전기,0.0,4.02,4등급,15000,4.02,347.2,1295522.3880597015
815,2024,Mercedes-Benz EQA250,벤츠,전기,0.0,4.075,4등급,15000,4.075,347.2,1278036.8098159507
816,2024,Mercedes-Benz EQA250,벤츠,전기,0.0,4.12,4등급,15000,4.12,347.2,1264077.6699029126
817,2024,Mercedes-Benz EQA250,벤츠,전기,0.0,5.005,3등급,15000,5.005,347.2,1040559.4405594406
818,2024,Mercedes-Benz EQB 300 4MATIC,벤츠,전기,0.0,4.12,4등급,15000,4.12,347.2,1264077.6699029126
819,2024,Mercedes-Benz EQB300 4MATIC,벤츠,전기,0.0,4.13,4등급,15000,4.13,347.2,1261016.9491525425
820,2024,Mercedes-Benz EQB300 4MATIC (5 Seater),벤츠,전기,0.0,4.13,4등급,15000,4.13,347.2,1261016.9491525425
821,2024,Mercedes-Benz EQC400 4MATIC,벤츠,전기,0.0,3.11,5등급,15000,3.11,347.2,1674598.0707395498
822,2024,Mercedes-Benz EQE 350 +,벤츠,전기,0.0,4.565,3등급,15000,4.565,347.2,1140854.3263964949
823,2024,Mercedes-Benz EQE 350 4MATIC,벤츠,전기,0.0,4.0,4등급,15000,4.0,347.2,1302000.0
824,2024,Mercedes-Benz EQE 350 4MATIC SUV,벤츠,전기,0.0,4.12,4등급,15000,4.12,347.2,1264077.6699029126
825,2024,Mercedes-Benz EQE 500 4MATIC SUV,벤츠,전기,0.0,4.065,4등급,15000,4.065,347.2,1281180.811808118
826,2024,Mercedes-Benz EQE300,벤츠,전기,0.0,4.21,3등급,15000,4.21,347.2,1237054.6318289787
827,2024,Mercedes-Benz EQE350 +,벤츠,전기,0.0,4.32,3등급,15000,4.32,347.2,1205555.5555555555
828,2024,Mercedes-Benz EQE350 4MATIC,벤츠,전기,0.0,4.01,4등급,15000,4.01,347.2,1298753.1172069826
829,2024,Mercedes-Benz EQE350 4MATIC SUV,벤츠,전기,0.0,3.865,4등급,15000,3.865,347.2,1347477.3609314358
830,2024,Mercedes-Benz EQE500 4MATIC SUV,벤츠,전기,0.0,3.765,4등급,15000,3.765,347.2,1383266.9322709162
831,2024,Mercedes-Benz EQS 450 +,벤츠,전기,0.0,4.145,3등급,15000,4.145,347.2,1256453.5585042222
832,2024,Mercedes-Benz EQS 450 4MATIC,벤츠,전기,0.0,3.955,4등급,15000,3.955,347.2,1316814.1592920353
833,2024,Mercedes-Benz EQS 450 4MATIC SUV,벤츠,전기,0.0,3.71,4등급,15000,3.71,347.2,1403773.5849056602
834,2024,Mercedes-Benz EQS 580 4MATIC SUV,벤츠,전기,0.0,3.555,4등급,15000,3.555,347.2,1464978.9029535863
835,2024,Mercedes-Benz EQS350,벤츠,전기,0.0,4.065,4등급,15000,4.065,347.2,1281180.811808118
836,2024,Mercedes-Benz EQS450 +,벤츠,전기,0.0,3.755,4등급,15000,3.755,347.2,1386950.7323568575
837,2024,Mercedes-Benz EQS450 4MATIC,벤츠,전기,0.0,3.545,4등급,15000,3.545,347.2,1469111.424541608
838,2024,Mercedes-Benz EQS450 4MATIC SUV,벤츠,전기,0.0,3.61,4등급,15000,3.61,347.2,1442659.2797783935
839,2024,Mercedes-Benz EQS450 4MATIC SUV(5seats),벤츠,전기,0.0,3.61,4등급,15000,3.61,347.2,1442659.2797783935
840,2024,Mercedes-Benz EQS580 4MATIC SUV,벤츠,전기,0.0,3.51,4등급,15000,3.51,347.2,1483760.6837606838
841,2024,Mercedes-Benz EQS580 4MATIC SUV(5seats),벤츠,전기,0.0,3.51,4등급,15000,3.51,347.2,1483760.6837606838
842,2024,Mercedes-Benz G 580 with EQ Technology,벤츠,전기,0.0,2.975,5등급,15000,2.975,347.2,1750588.2352941174
843,2024,Mercedes-Maybach EQS 680 SUV,벤츠,전기,0.0,3.5,4등급,15000,3.5,347.2,1487999.9999999998
844,2024,Model 3 Long Range,테슬라코리아 유한회사,전기,0.0,5.475,2등급,15000,5.1,347.2,1021176.4705882354
845,2024,Model 3 Performance,테슬라코리아 유한회사,전기,0.0,4.82,3등급,15000,5.1,347.2,1021176.4705882354
846,2024,Model 3 RWD,테슬라코리아 유한회사,전기,0.0,5.685,2등급,15000,5.1,347.2,1021176.4705882354
847,2024,Model S AWD,테슬라코리아 유한회사,전기,0.0,4.82,3등급,15000,4.6,347.2,1132173.9130434783
848,2024,Model S Plaid,테슬라코리아 유한회사,전기,0.0,4.11,4등급,15000,4.6,347.2,1132173.9130434783
849,2024,Model X AWD,테슬라코리아 유한회사,전기,0.0,4.265,3등급,15000,4.265,347.2,1221101.9929660026
850,2024,Model X Plaid,테슬라코리아 유한회사,전기,0.0,3.81,4등급,15000,3.81,347.2,1366929.1338582677
851,2024,Model Y Long Range,테슬라코리아 유한회사,전기,0.0,4.875,3등급,15000,5.0,347.2,1041600.0
852,2024,Model Y Long Range,테슬라코리아 유한회사,전기,0.0,5.275,2등급,15000,5.0,347.2,1041600.0
853,2024,Model Y Performance,테슬라코리아 유한회사,전기,0.0,5.075,2등급,15000,5.0,347.2,1041600.0
854,2024,Model Y RWD,테슬라코리아 유한회사,전기,0.0,5.075,2등급,15000,5.0,347.2,1041600.0
855,2024,Model Y RWD,테슬라코리아 유한회사,전기,0.0,5.13,2등급,15000,5.0,347.2,1041600.0
856,2024,Peugeot e-2008 SUV,PSA Automobiles,전기,0.0,4.885,3등급,15000,4.885,347.2,1066120.7778915046
857,2024,Peugeot e-208,PSA Automobiles,전기,0.0,5.395,2등급,15000,5.395,347.2,965338.2761816498
858,2024,Peugeot e2008,PSA Automobiles,전기,0.0,5.195,2등급,15000,5.195,347.2,1002502.4061597689
859,2024,Peugeot e208,PSA Automobiles,전기,0.0,5.75,2등급,15000,5.75,347.2,905739.1304347826
860,2024,Polestar 2 Long Range Dual Motor,폴스타,전기,0.0,3.82,4등급,15000,3.82,347.2,1363350.785340314
861,2024,Polestar 2 Long Range Dual Motor,폴스타,전기,0.0,4.275,3등급,15000,4.275,347.2,1218245.6140350876
862,2024,Polestar 2 Long Range Single Motor,폴스타,전기,0.0,4.83,3등급,15000,4.83,347.2,1078260.8695652173
863,2024,Polestar 2 Long Range Single Motor,폴스타,전기,0.0,5.095,2등급,15000,5.095,347.2,1022178.6064769382
864,2024,Polestar 2 Standard Range Single Motor,폴스타,전기,0.0,5.305,2등급,15000,5.305,347.2,981715.3628652216
865,2024,Q4 40 e-tron,아우디,전기,0.0,4.685,3등급,15000,4.685,347.2,1111632.8708644612
866,2024,Q4 45 e-tron,아우디,전기,0.0,4.685,3등급,15000,4.685,347.2,1111632.8708644612
867,2024,Q4 Sportback 40 e-tron,아우디,전기,0.0,4.785,3등급,15000,4.785,347.2,1088401.2539184953
868,2024,Q4 Sportback 45 e-tron,아우디,전기,0.0,4.685,3등급,15000,4.685,347.2,1111632.8708644612
869,2024,Q4 Sportback e-tron 40,아우디,전기,0.0,4.175,3등급,15000,4.175,347.2,1247425.1497005988
870,2024,Q4 Sportback e-tron 40,아우디,전기,0.0,4.175,4등급,15000,4.175,347.2,1247425.1497005988
871,2024,Q4 e-tron 40,아우디,전기,0.0,4.23,3등급,15000,4.23,347.2,1231205.673758865
872,2024,Q4 e-tron 40,아우디,전기,0.0,4.33,3등급,15000,4.33,347.2,1202771.362586605
873,2024,Q8 50 e-tron uattro,아우디,전기,0.0,3.0,5등급,15000,3.0,347.2,1736000.0
874,2024,Q8 Sportback 55 e-tron uattro,아우디,전기,0.0,2.945,5등급,15000,2.945,347.2,1768421.0526315789
875,2024,RS e-tron GT,아우디,전기,0.0,3.345,4등급,15000,3.345,347.2,1556950.6726457397
876,2024,Rolls Royce Black Badge Spectre,롤스로이스,전기,0.0,3.135,5등급,15000,3.135,347.2,1661244.019138756
877,2024,Rolls Royce Spectre,롤스로이스,전기,0.0,3.235,5등급,15000,3.235,347.2,1609891.808346213
878,2024,SE-A2밴,지리쓰촨상용차 유한회사,전기,0.0,3.895,4등급,15000,3.895,347.2,1337098.8446726573
879,2024,SQ8 Sportback e-tron,아우디,전기,0.0,2.545,5등급,15000,2.545,347.2,2046365.4223968566
880,2024,STEGO-Z,"Xiamen King Long United Automotive Industry Co., Ltd.",전기,0.0,3.23,5등급,15000,3.23,347.2,1612383.9009287925
881,2024,SW40,Newgonow Auto co.Ltd,전기,0.0,3.615,4등급,15000,3.615,347.2,1440663.9004149376
882,2024,T4K,BYD,전기,0.0,2.685,5등급,15000,2.685,347.2,1939664.8044692737
883,2024,e-TOVI,(주)대창모터스,전기,0.0,5.16,2등급,15000,5.16,347.2,1009302.3255813952
884,2024,e-tron 55 uattro,아우디,전기,0.0,3.0,5등급,15000,3.0,347.2,1736000.0
885,2024,e-tron GT uattro,아우디,전기,0.0,3.68,4등급,15000,3.68,347.2,1415217.3913043477
886,2024,e-tron S,아우디,전기,0.0,2.745,5등급,15000,2.745,347.2,1897267.7595628414
887,2024,e-tron S Sportback,아우디,전기,0.0,2.69,5등급,15000,2.69,347.2,1936059.4795539035
888,2024,e-tron Sportback 55 uattro,아우디,전기,0.0,3.145,5등급,15000,3.145,347.2,1655961.8441971384
889,2024,니로 EV 17인치,기아,전기,0.0,5.405,2등급,15000,5.3,347.2,982641.5094339623
890,2024,니로 플러스 EV 항속형 2WD 17인치,기아,전기,0.0,5.415,2등급,15000,5.3,347.2,982641.5094339623
891,2024,다니고3픽업(DANIGO 3 PICK UP),(주)대창모터스,전기,0.0,6.27,초소형,15000,6.27,347.2,830622.009569378
892,2024,다니고C,(주)대창모터스,전기,0.0,3.215,5등급,15000,3.215,347.2,1619906.6874027995
893,2024,다니고C2,(주)대창모터스,전기,0.0,3.57,4등급,15000,3.57,347.2,1458823.5294117648
894,2024,다니고VAN,(주)대창모터스,전기,0.0,3.675,4등급,15000,3.675,347.2,1417142.857142857
895,2024,비바,Liaoning Lingyuan Linghe,전기,0.0,4.64,3등급,15000,4.64,347.2,1122413.7931034483
896,2024,레이 EV,기아,전기,0.0,5.28,2등급,15000,5.28,347.2,986363.6363636364
897,2024,레이 EV 밴 1인승,기아,전기,0.0,5.28,2등급,15000,5.28,347.2,986363.6363636364
898,2024,레이 EV 밴 2인승,기아,전기,0.0,5.28,2등급,15000,5.28,347.2,986363.6363636364
899,2024,렉서스 RZ450e,토요타,전기,0.0,5.395,2등급,15000,5.395,347.2,965338.2761816498
900,2024,렉서스 UX300e,토요타,전기,0.0,4.685,3등급,15000,4.685,347.2,1111632.8708644612
901,2024,비바,Liaoning Lingyuan Linghe,전기,0.0,4.85,3등급,15000,4.85,347.2,1073814.4329896907
902,2024,마스타(MASTA)VAN,마스타전기차(주),전기,0.0,6.145,초소형,15000,6.145,347.2,847518.3075671277
903,2024,마이브 M1,투데이션샤인,전기,0.0,5.55,초소형,15000,5.55,347.2,938378.3783783785
904,2024,벤츠 EQC 400 4MATIC,벤츠,전기,0.0,3.21,5등급,15000,3.21,347.2,1622429.906542056
905,2024,볼보 C40 Recharge Twin,볼보,전기,0.0,4.64,3등급,15000,4.64,347.2,1122413.7931034483
906,2024,캐딜락 Lyri,GM,전기,0.0,3.92,4등급,15000,3.92,347.2,1328571.4285714284
907,2024,볼보 XC40 Recharge Twin,볼보,전기,0.0,4.485,3등급,15000,4.485,347.2,1161204.0133779263
908,2024,봉고 전기차,기아,전기,0.0,3.195,5등급,15000,3.195,347.2,1630046.9483568075
909,2024,봉고 전기차 (22),기아,전기,0.0,3.195,5등급,15000,3.195,347.2,1630046.9483568075
910,2024,봉고 전기차 (24MY),기아,전기,0.0,3.195,5등급,15000,3.195,347.2,1630046.9483568075
911,2024,브라보,Liaoning Lingyuan Linghe,전기,0.0,4.205,4등급,15000,4.205,347.2,1238525.564803805
912,2024,썬라이즈-T01,샹하이완샹오토모바일,전기,0.0,3.74,4등급,15000,3.74,347.2,1392513.3689839572
913,2024,"쏘울 전기차 (도심형, 39.2kWh)",기아,전기,0.0,5.725,2등급,15000,5.725,347.2,909694.3231441049
914,2024,"쏘울 전기차(기본형, 64kWh)",기아,전기,0.0,5.46,2등급,15000,5.46,347.2,953846.1538461538
915,2024,아이오닉5 N,현대,전기,0.0,3.73,4등급,15000,5.1,347.2,1021176.4705882354
916,2024,아이오닉5 N-line AWD,현대,전기,0.0,4.395,3등급,15000,5.1,347.2,1021176.4705882354
917,2024,아이오닉5 N-line RWD,현대,전기,0.0,4.705,3등급,15000,5.1,347.2,1021176.4705882354
918,2024,아이오닉5 개조 항속형 AWD 19인치,현대,전기,0.0,4.795,3등급,15000,5.1,347.2,1021176.4705882354
919,2024,아이오닉5 개조 항속형 AWD 20인치,현대,전기,0.0,4.495,3등급,15000,5.1,347.2,1021176.4705882354
920,2024,아이오닉5 개조 항속형 RWD 19인치(C),현대,전기,0.0,5.105,2등급,15000,5.1,347.2,1021176.4705882354
921,2024,아이오닉5 개조 항속형 RWD 19인치(nC),현대,전기,0.0,5.26,2등급,15000,5.1,347.2,1021176.4705882354
922,2024,아이오닉5 개조 항속형 RWD 20인치,현대,전기,0.0,4.895,3등급,15000,5.1,347.2,1021176.4705882354
923,2024,아이오닉5 기본형 4WD 19인치,현대,전기,0.0,4.905,3등급,15000,5.1,347.2,1021176.4705882354
924,2024,아이오닉5 기본형 RWD 19인치,현대,전기,0.0,5.215,2등급,15000,5.1,347.2,1021176.4705882354
925,2024,아이오닉5 항속형 4WD 19인치,현대,전기,0.0,4.805,3등급,15000,5.1,347.2,1021176.4705882354
926,2024,아이오닉5 항속형 4WD 19인치 (77.4kWh),현대,전기,0.0,4.805,3등급,15000,5.1,347.2,1021176.4705882354
927,2024,아이오닉5 항속형 4WD 20인치,현대,전기,0.0,4.55,3등급,15000,5.1,347.2,1021176.4705882354
928,2024,아이오닉5 항속형 4WD 20인치 (77.4kWh),현대,전기,0.0,4.45,3등급,15000,5.1,347.2,1021176.4705882354
929,2024,아이오닉5 항속형 RWD 19인치,현대,전기,0.0,5.27,2등급,15000,5.1,347.2,1021176.4705882354
930,2024,아이오닉5 항속형 RWD 19인치 (77.4kWh),현대,전기,0.0,5.27,2등급,15000,5.1,347.2,1021176.4705882354
931,2024,아이오닉5 항속형 RWD 19인치 빌트인캠,현대,전기,0.0,5.17,2등급,15000,5.1,347.2,1021176.4705882354
932,2024,아이오닉5 항속형 RWD 19인치 빌트인캠 (77.4kWh),현대,전기,0.0,5.17,2등급,15000,5.1,347.2,1021176.4705882354
933,2024,아이오닉5 항속형 RWD 20인치,현대,전기,0.0,4.915,3등급,15000,5.1,347.2,1021176.4705882354
934,2024,아이오닉5 항속형 RWD 20인치 (77.4kWh),현대,전기,0.0,4.86,3등급,15000,5.1,347.2,1021176.4705882354
935,2024,아이오닉6 기본형 RWD 18인치,현대,전기,0.0,6.215,1등급,15000,5.5,347.2,946909.0909090909
936,2024,아이오닉6 항속형 AWD 18인치,현대,전기,0.0,5.585,2등급,15000,5.5,347.2,946909.0909090909
937,2024,아이오닉6 항속형 AWD 20인치,현대,전기,0.0,4.84,3등급,15000,5.5,347.2,946909.0909090909
