년도,모델명,제조사,유종,배기량,복합연비,등급,CO2 배출량,평균주행거리(km),경유 단가(원/L),1년 유지비(원)
2024,"G80 2.2디젤 2WD 19MY (18""타이어)",현대,경유,2199,14.01,2등급,138,15000,"1,474.20","1,578,372"
2024,G80 2.2디젤 2WD 19인치 (SP),현대,경유,2151,14.26,2등급,137,15000,"1,474.20","1,550,701"
2024,G80 2.2디젤 2WD 19인치타이어,현대,경유,2151,14.75,2등급,132,15000,"1,474.20","1,499,186"
2024,"G80 2.2디젤 AWD (19""타이어) (15)",현대,경유,2199,12.285,3등급,159,15000,"1,474.20","1,800,000"
2024,G80 2.2디젤 AWD 18인치 (빌트인캠),현대,경유,2151,13.3,3등급,147,15000,"1,474.20","1,662,631"
2024,G80 2.2디젤 AWD 18인치타이어,현대,경유,2151,13.3,3등급,147,15000,"1,474.20","1,662,631"
2024,"G80 2.2디젤 AWD 19MY (18""타이어)",현대,경유,2199,12.385,3등급,158,15000,"1,474.20","1,785,466"
2024,G80 2.2디젤 AWD 19인치 (SP),현대,경유,2151,12.955,3등급,152,15000,"1,474.20","1,706,908"
2024,G80 2.2디젤 AWD 19인치타이어,현대,경유,2151,12.965,3등급,151,15000,"1,474.20","1,705,591"
2024,GLC220 d 4Matic,벤츠,경유,2143,13.175,3등급,148,15000,"1,474.20","1,678,406"
2024,GLS350 d 4Matic,벤츠,경유,2987,9.59,4등급,207,15000,"1,474.20","2,305,839"
2024,GLS350 d 4Matic,벤츠,경유,2987,9.665,4등급,204,15000,"1,474.20","2,287,946"
2024,GV70 2.2디젤 2WD 18인치,현대,경유,2151,13.765,3등급,140,15000,"1,474.20","1,606,465"
2024,GV70 2.2디젤 2WD 18인치 (빌트인캠),현대,경유,2151,13.675,3등급,141,15000,"1,474.20","1,617,038"
2024,GV70 2.2디젤 2WD 18인치 (빌트인캠)(22),현대,경유,2151,13.685,3등급,141,15000,"1,474.20","1,615,856"
2024,GV70 2.2디젤 2WD 18인치 (빌트인캠)(24MY),현대,경유,2151,13.685,3등급,141,15000,"1,474.20","1,615,856"
2024,GV70 2.2디젤 2WD 18인치(22),현대,경유,2151,13.795,3등급,140,15000,"1,474.20","1,602,972"
2024,GV70 2.2디젤 2WD 18인치(24MY),현대,경유,2151,13.795,3등급,140,15000,"1,474.20","1,602,972"
2024,GV70 2.2디젤 2WD 19인치,현대,경유,2151,13.305,3등급,145,15000,"1,474.20","1,662,006"
2024,GV70 2.2디젤 2WD 19인치 (스포츠패키지),현대,경유,2151,13.305,3등급,145,15000,"1,474.20","1,662,006"
2024,GV70 2.2디젤 2WD 19인치 (스포츠패키지)(22),현대,경유,2151,13.35,3등급,144,15000,"1,474.20","1,656,404"
2024,GV70 2.2디젤 2WD 19인치 (스포츠패키지)(24MY),현대,경유,2151,13.35,3등급,144,15000,"1,474.20","1,656,404"
2024,GV70 2.2디젤 2WD 19인치(22),현대,경유,2151,13.35,3등급,144,15000,"1,474.20","1,656,404"
2024,GV70 2.2디젤 2WD 19인치(24MY),현대,경유,2151,13.35,3등급,144,15000,"1,474.20","1,656,404"
2024,GV70 2.2디젤 2WD 21인치,현대,경유,2151,12.775,3등급,152,15000,"1,474.20","1,730,958"
2024,GV70 2.2디젤 2WD 21인치 (스포츠패키지),현대,경유,2151,12.775,3등급,152,15000,"1,474.20","1,730,958"
2024,GV70 2.2디젤 2WD 21인치 (스포츠패키지)(22),현대,경유,2151,12.77,3등급,151,15000,"1,474.20","1,731,636"
2024,GV70 2.2디젤 2WD 21인치 (스포츠패키지)(24MY),현대,경유,2151,12.77,3등급,151,15000,"1,474.20","1,731,636"
2024,GV70 2.2디젤 2WD 21인치(22),현대,경유,2151,12.77,3등급,151,15000,"1,474.20","1,731,636"
2024,GV70 2.2디젤 2WD 21인치(24MY),현대,경유,2151,12.77,3등급,151,15000,"1,474.20","1,731,636"
2024,GV70 2.2디젤 AWD 18인치,현대,경유,2151,13.075,3등급,149,15000,"1,474.20","1,691,242"
2024,GV70 2.2디젤 AWD 18인치(22),현대,경유,2151,13.175,3등급,148,15000,"1,474.20","1,678,406"
2024,GV70 2.2디젤 AWD 18인치(24MY),현대,경유,2151,13.075,3등급,149,15000,"1,474.20","1,691,242"
2024,GV70 2.2디젤 AWD 18인치(빌트인캠),현대,경유,2151,12.985,3등급,150,15000,"1,474.20","1,702,964"
2024,GV70 2.2디젤 AWD 18인치(빌트인캠)(22),현대,경유,2151,13.03,3등급,149,15000,"1,474.20","1,697,083"
2024,GV70 2.2디젤 AWD 18인치(빌트인캠)(24MY),현대,경유,2151,12.985,3등급,150,15000,"1,474.20","1,702,964"
2024,GV70 2.2디젤 AWD 19인치,현대,경유,2151,12.595,3등급,155,15000,"1,474.20","1,755,696"
2024,GV70 2.2디젤 AWD 19인치 (24MY),현대,경유,2151,12.405,3등급,157,15000,"1,474.20","1,782,587"
2024,GV70 2.2디젤 AWD 19인치 (스포츠패키지),현대,경유,2151,12.595,3등급,155,15000,"1,474.20","1,755,696"
2024,GV70 2.2디젤 AWD 19인치 (스포츠패키지)(22),현대,경유,2151,12.405,3등급,157,15000,"1,474.20","1,782,587"
2024,GV70 2.2디젤 AWD 19인치 (스포츠패키지)(24MY),현대,경유,2151,12.405,3등급,157,15000,"1,474.20","1,782,587"
2024,GV70 2.2디젤 AWD 19인치(22),현대,경유,2151,12.405,3등급,157,15000,"1,474.20","1,782,587"
2024,GV70 2.2디젤 AWD 21인치,현대,경유,2151,12.105,3등급,161,15000,"1,474.20","1,826,765"
2024,GV70 2.2디젤 AWD 21인치 (스포츠패키지),현대,경유,2151,12.105,3등급,161,15000,"1,474.20","1,826,765"
2024,GV70 2.2디젤 AWD 21인치 (스포츠패키지)(22),현대,경유,2151,12.17,3등급,160,15000,"1,474.20","1,817,009"
2024,GV70 2.2디젤 AWD 21인치 (스포츠패키지)(24MY),현대,경유,2151,12.17,3등급,160,15000,"1,474.20","1,817,009"
2024,GV70 2.2디젤 AWD 21인치(22),현대,경유,2151,12.17,3등급,160,15000,"1,474.20","1,817,009"
2024,GV70 2.2디젤 AWD 21인치(24MY),현대,경유,2151,12.17,3등급,160,15000,"1,474.20","1,817,009"
2024,GV80 3.0디젤 2WD 5인 (20인치/22인치)(22),현대,경유,2996,11.73,4등급,169,15000,"1,474.20","1,885,166"
2024,GV80 3.0디젤 2WD 5인 19인치 타이어,현대,경유,2996,11.94,3등급,164,15000,"1,474.20","1,852,010"
2024,GV80 3.0디젤 2WD 5인 19인치 타이어(DS),현대,경유,2996,11.94,3등급,164,15000,"1,474.20","1,852,010"
2024,GV80 3.0디젤 2WD 5인 19인치(22),현대,경유,2996,11.885,3등급,165,15000,"1,474.20","1,860,580"
2024,GV80 3.0디젤 2WD 5인 20인치 타이어,현대,경유,2996,11.705,3등급,167,15000,"1,474.20","1,889,192"
2024,GV80 3.0디젤 2WD 5인 20인치 타이어(DS),현대,경유,2996,11.705,3등급,167,15000,"1,474.20","1,889,192"
2024,GV80 3.0디젤 2WD 5인 22인치 타이어,현대,경유,2996,11.705,3등급,167,15000,"1,474.20","1,889,192"
2024,GV80 3.0디젤 2WD 5인 22인치 타이어(DS),현대,경유,2996,11.705,3등급,167,15000,"1,474.20","1,889,192"
2024,GV80 3.0디젤 2WD 6인(22),현대,경유,2996,11.25,4등급,175,15000,"1,474.20","1,965,600"
2024,GV80 3.0디젤 2WD 7인 19인치 타이어,현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80 3.0디젤 2WD 7인 19인치 타이어(DS),현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80 3.0디젤 2WD 7인 20인치 타이어,현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80 3.0디젤 2WD 7인 20인치 타이어(DS),현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80 3.0디젤 2WD 7인 22인치 타이어,현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80 3.0디젤 2WD 7인 22인치 타이어(DS),현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80 3.0디젤 2WD 7인(22),현대,경유,2996,11.25,4등급,175,15000,"1,474.20","1,965,600"
2024,GV80 3.0디젤 AWD 5인 (20인치/22인치)(22),현대,경유,2996,10.66,4등급,186,15000,"1,474.20","2,074,390"
2024,GV80 3.0디젤 AWD 5인 19인치(22),현대,경유,2996,10.985,4등급,180,15000,"1,474.20","2,013,017"
2024,GV80 3.0디젤 AWD 5인 19인치타이어,현대,경유,2996,11.06,4등급,179,15000,"1,474.20","1,999,367"
2024,GV80 3.0디젤 AWD 5인 19인치타이어(DS),현대,경유,2996,11.06,4등급,179,15000,"1,474.20","1,999,367"
2024,GV80 3.0디젤 AWD 5인 20인치타이어,현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80 3.0디젤 AWD 5인 20인치타이어(DS),현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80 3.0디젤 AWD 5인 22인치타이어,현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80 3.0디젤 AWD 5인 22인치타이어(DS),현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80 3.0디젤 AWD 6인 19인치(22),현대,경유,2996,10.985,4등급,180,15000,"1,474.20","2,013,017"
2024,GV80 3.0디젤 AWD 6인 20인치(22),현대,경유,2996,10.66,4등급,186,15000,"1,474.20","2,074,390"
2024,GV80 3.0디젤 AWD 6인 22인치(22),현대,경유,2996,10.46,4등급,189,15000,"1,474.20","2,114,053"
2024,GV80 3.0디젤 AWD 7인 19인치(22),현대,경유,2996,10.985,4등급,180,15000,"1,474.20","2,013,017"
2024,GV80 3.0디젤 AWD 7인 19인치타이어,현대,경유,2996,11.06,4등급,179,15000,"1,474.20","1,999,367"
2024,GV80 3.0디젤 AWD 7인 19인치타이어(DS),현대,경유,2996,11.06,4등급,179,15000,"1,474.20","1,999,367"
2024,GV80 3.0디젤 AWD 7인 20인치(22),현대,경유,2996,10.66,4등급,186,15000,"1,474.20","2,074,390"
2024,GV80 3.0디젤 AWD 7인 20인치타이어,현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80 3.0디젤 AWD 7인 20인치타이어(DS),현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80 3.0디젤 AWD 7인 22인치 타이어(DS),현대,경유,2996,10.435,4등급,188,15000,"1,474.20","2,119,118"
2024,GV80 3.0디젤 AWD 7인 22인치(22),현대,경유,2996,10.46,4등급,189,15000,"1,474.20","2,114,053"
2024,GV80 3.0디젤 AWD 7인 22인치타이어,현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80(22MY) 3.0디젤 2WD 5인 19인치 타이어,현대,경유,2996,11.94,3등급,164,15000,"1,474.20","1,852,010"
2024,GV80(22MY) 3.0디젤 2WD 5인 20인치 타이어,현대,경유,2996,11.705,3등급,167,15000,"1,474.20","1,889,192"
2024,GV80(22MY) 3.0디젤 2WD 5인 22인치 타이어,현대,경유,2996,11.705,3등급,167,15000,"1,474.20","1,889,192"
2024,GV80(22MY) 3.0디젤 2WD 6인 19인치 타이어,현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80(22MY) 3.0디젤 2WD 6인 20인치 타이어,현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80(22MY) 3.0디젤 2WD 6인 22인치 타이어,현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80(22MY) 3.0디젤 2WD 7인 19인치 타이어,현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80(22MY) 3.0디젤 2WD 7인 20인치 타이어,현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80(22MY) 3.0디젤 2WD 7인 22인치 타이어,현대,경유,2996,11.315,4등급,173,15000,"1,474.20","1,954,308"
2024,GV80(22MY) 3.0디젤 AWD 5인 19인치타이어,현대,경유,2996,11.06,4등급,179,15000,"1,474.20","1,999,367"
2024,GV80(22MY) 3.0디젤 AWD 5인 20인치타이어,현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80(22MY) 3.0디젤 AWD 5인 22인치타이어,현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80(22MY) 3.0디젤 AWD 6인 19인치타이어,현대,경유,2996,11.06,4등급,179,15000,"1,474.20","1,999,367"
2024,GV80(22MY) 3.0디젤 AWD 6인 20인치타이어,현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80(22MY) 3.0디젤 AWD 6인 22인치 타이어,현대,경유,2996,10.435,4등급,188,15000,"1,474.20","2,119,118"
2024,GV80(22MY) 3.0디젤 AWD 7인 19인치타이어,현대,경유,2996,11.06,4등급,179,15000,"1,474.20","1,999,367"
2024,GV80(22MY) 3.0디젤 AWD 7인 20인치타이어,현대,경유,2996,10.69,4등급,184,15000,"1,474.20","2,068,568"
2024,GV80(22MY) 3.0디젤 AWD 7인 22인치 타이어,현대,경유,2996,10.435,4등급,188,15000,"1,474.20","2,119,118"
2024,Golf 2.0TDI,폭스바겐,경유,1968,18.22,1등급,104,15000,"1,474.20","1,213,666"
2024,"K7 2.2디젤 (17""타이어)",기아,경유,2199,14.8,2등급,130,15000,"1,474.20","1,494,121"
2024,"K7 2.2디젤 (18""타이어)",기아,경유,2199,14.675,2등급,131,15000,"1,474.20","1,506,848"
2024,"K7 2.2디젤 (19""타이어)",기아,경유,2199,14.31,2등급,135,15000,"1,474.20","1,545,283"
2024,"K7 2.2디젤 (PE/17""타이어)",기아,경유,2199,14.8,2등급,130,15000,"1,474.20","1,494,121"
2024,"K7 2.2디젤 (PE/18""타이어)",기아,경유,2199,14.675,2등급,131,15000,"1,474.20","1,506,848"
2024,"K7 2.2디젤 (PE/19""타이어)",기아,경유,2199,14.31,2등급,135,15000,"1,474.20","1,545,283"
2024,MINI Cooper D,MINI,경유,1496,17.075,1등급,109,15000,"1,474.20","1,295,051"
2024,MINI Cooper D Clubman,BMW,경유,1995,14.32,2등급,134,15000,"1,474.20","1,544,203"
2024,MINI Cooper D Clubman,MINI,경유,1995,14.895,2등급,128,15000,"1,474.20","1,484,592"
2024,MINI Cooper D Countryman,BMW,경유,1995,13.67,3등급,140,15000,"1,474.20","1,617,629"
2024,MINI Cooper D Countryman,MINI,경유,1995,15.295,2등급,124,15000,"1,474.20","1,445,766"
2024,MINI Cooper D Countryman ALL4,MINI,경유,1995,13.525,3등급,141,15000,"1,474.20","1,634,972"
2024,MINI Cooper D Countryman ALL4,MINI,경유,1995,14.685,2등급,130,15000,"1,474.20","1,505,822"
2024,MINI Cooper D Countryman ALL4 RDE,MINI,경유,1995,14.175,2등급,136,15000,"1,474.20","1,560,000"
2024,MINI Cooper D Five Door,MINI,경유,1496,16.665,1등급,113,15000,"1,474.20","1,326,912"
2024,MINI Cooper SD,MINI,경유,1995,15.73,2등급,125,15000,"1,474.20","1,405,785"
2024,MINI Cooper SD,MINI,경유,1995,16.23,1등급,116,15000,"1,474.20","1,362,476"
2024,MINI Cooper SD Clubman,MINI,경유,1995,13.56,3등급,142,15000,"1,474.20","1,630,752"
2024,MINI Cooper SD Clubman,MINI,경유,1995,14.74,2등급,129,15000,"1,474.20","1,500,203"
2024,MINI Cooper SD Countryman ALL4,MINI,경유,1995,13.395,3등급,144,15000,"1,474.20","1,650,839"
2024,MINI Cooper SD Countryman ALL4,MINI,경유,1995,14.465,2등급,133,15000,"1,474.20","1,528,724"
2024,MINI Cooper SD Countryman ALL4 RDE,MINI,경유,1995,12.75,3등급,151,15000,"1,474.20","1,734,352"
2024,MINI Cooper SD Five Door,MINI,경유,1995,16.02,2등급,119,15000,"1,474.20","1,380,337"
2024,MINI Cooper SD five-door,MINI,경유,1995,12.865,3등급,152,15000,"1,474.20","1,718,849"
2024,MINI Cooper SD five-door,MINI,경유,1995,15.675,2등급,121,15000,"1,474.20","1,410,717"
2024,Master Bus Ph2 13p,르노코리아자동차(주),경유,2299,9.525,4등급,205,15000,"1,474.20","2,321,574"
2024,Master VAN Ph2 L1H1,르노코리아자동차(주),경유,2299,10.99,4등급,175,15000,"1,474.20","2,012,101"
2024,Master VAN Ph2 L1H1,르노코리아자동차(주),경유,2299,11.055,4등급,173,15000,"1,474.20","2,000,271"
2024,Master VAN Ph2 L2H2,르노코리아자동차(주),경유,2299,10.52,4등급,183,15000,"1,474.20","2,101,996"
2024,Master VAN Ph2 L2H2,르노코리아자동차(주),경유,2299,10.91,4등급,176,15000,"1,474.20","2,026,856"
2024,Mercedes-Benz A200 d,벤츠,경유,1950,16.47,1등급,116,15000,"1,474.20","1,342,622"
2024,Mercedes-Benz C 220 d 4MATIC,벤츠,경유,1950,14.105,2등급,136,15000,"1,474.20","1,567,741"
2024,Mercedes-Benz C220 d 4MATIC,벤츠,경유,1950,13.785,3등급,140,15000,"1,474.20","1,604,134"
2024,Mercedes-Benz CLS 300 d,벤츠,경유,1950,13.215,3등급,146,15000,"1,474.20","1,673,325"
2024,Mercedes-Benz CLS300 d 4MATIC,벤츠,경유,1993,14.085,2등급,137,15000,"1,474.20","1,569,968"
2024,Mercedes-Benz E 220 d 4MATIC,벤츠,경유,1950,13.735,3등급,139,15000,"1,474.20","1,609,974"
2024,Mercedes-Benz E 220 d 4MATIC,벤츠,경유,1993,15.76,2등급,122,15000,"1,474.20","1,403,109"
2024,Mercedes-Benz E 220 d 4MATIC,벤츠,경유,1993,16.37,1등급,117,15000,"1,474.20","1,350,824"
2024,Mercedes-Benz E220 d 4MATIC,벤츠,경유,1950,13.325,3등급,145,15000,"1,474.20","1,659,512"
2024,Mercedes-Benz E220 d 4MATIC,벤츠,경유,1993,13.735,3등급,139,15000,"1,474.20","1,609,974"
2024,Mercedes-Benz E300 d 4MATIC Coupe,벤츠,경유,1993,13.515,3등급,142,15000,"1,474.20","1,636,182"
2024,Mercedes-Benz E300 d 4MATIC Coupe,벤츠,경유,1993,13.64,3등급,141,15000,"1,474.20","1,621,187"
2024,Mercedes-Benz G 450 d,벤츠,경유,2989,10.085,4등급,194,15000,"1,474.20","2,192,662"
2024,Mercedes-Benz G400 d,벤츠,경유,2925,8.18,5등급,241,15000,"1,474.20","2,703,300"
2024,Mercedes-Benz G400 d,벤츠,경유,2925,8.425,5등급,233,15000,"1,474.20","2,624,688"
2024,Mercedes-Benz GLB 200 d,벤츠,경유,1950,14.35,2등급,133,15000,"1,474.20","1,540,975"
2024,Mercedes-Benz GLC 220 d 4MATIC,벤츠,경유,1993,14.565,2등급,130,15000,"1,474.20","1,518,228"
2024,Mercedes-Benz GLC220 d 4MATIC,벤츠,경유,1950,12.42,3등급,154,15000,"1,474.20","1,780,434"
2024,Mercedes-Benz GLC220 d 4MATIC,벤츠,경유,1993,14.245,2등급,134,15000,"1,474.20","1,552,334"
2024,Mercedes-Benz GLC220 d 4MATIC Coupe,벤츠,경유,1950,12.42,3등급,154,15000,"1,474.20","1,780,434"
2024,Mercedes-Benz GLE 300 d 4MATIC,벤츠,경유,1950,10.73,4등급,181,15000,"1,474.20","2,060,857"
2024,Mercedes-Benz GLE 300 d 4MATIC,벤츠,경유,1993,11.43,4등급,169,15000,"1,474.20","1,934,645"
2024,Mercedes-Benz GLE 300 d 4MATIC(5seater),벤츠,경유,1993,11.43,4등급,169,15000,"1,474.20","1,934,645"
2024,Mercedes-Benz GLE 400 d 4MATIC Coupe,벤츠,경유,2925,10.565,4등급,184,15000,"1,474.20","2,093,043"
2024,Mercedes-Benz GLE 450 d 4MATIC Coupe,벤츠,경유,2989,10.49,4등급,188,15000,"1,474.20","2,108,007"
2024,Mercedes-Benz GLE300 d 4MATIC,벤츠,경유,1993,11.94,3등급,161,15000,"1,474.20","1,852,010"
2024,Mercedes-Benz GLE300 d 4MATIC (5 Seater),벤츠,경유,1993,11.94,3등급,161,15000,"1,474.20","1,852,010"
2024,Mercedes-Benz GLS 400 d 4MATIC,벤츠,경유,2925,9.9,4등급,199,15000,"1,474.20","2,233,636"
2024,Mercedes-Benz GLS 450 d 4MATIC,벤츠,경유,2989,10.455,4등급,187,15000,"1,474.20","2,115,064"
2024,Mercedes-Benz GLS400 d 4MATIC (MY22),벤츠,경유,2925,9.9,4등급,199,15000,"1,474.20","2,233,636"
2024,Mercedes-Benz S 350d 4MATIC,벤츠,경유,2925,11.24,4등급,176,15000,"1,474.20","1,967,348"
2024,Mercedes-Benz S 450 d 4MATIC,벤츠,경유,2989,12.99,3등급,152,15000,"1,474.20","1,702,309"
2024,Mercedes-Benz S350 d,벤츠,경유,2925,12.335,3등급,161,15000,"1,474.20","1,792,703"
2024,Mercedes-Benz S400 d 4MATIC,벤츠,경유,2925,11.745,4등급,170,15000,"1,474.20","1,882,758"
2024,Peugeot 2008 1.5 BlueHDi,PSA Automobiles,경유,1499,17.185,1등급,109,15000,"1,474.20","1,286,761"
2024,Peugeot 3008 1.5 BlueHDi,PSA Automobiles,경유,1499,15.985,2등급,118,15000,"1,474.20","1,383,359"
2024,Peugeot 3008 1.5 BlueHDi,PSA Automobiles,경유,1499,15.985,2등급,119,15000,"1,474.20","1,383,359"
2024,Peugeot 5008 1.5 BlueHDi,PSA Automobiles,경유,1499,14.915,2등급,126,15000,"1,474.20","1,482,601"
2024,Peugeot 5008 1.5 BlueHDi,PSA Automobiles,경유,1499,16.31,1등급,116,15000,"1,474.20","1,355,793"
2024,Peugeot 5008 2.0 BlueHDi,PSA Automobiles,경유,1997,14.615,2등급,133,15000,"1,474.20","1,513,034"
2024,Peugeot 5008 2.0 BlueHDi,PSA Automobiles,경유,1997,15.2,2등급,126,15000,"1,474.20","1,454,802"
2024,Peugeot 508 1.5 BlueHDi,PSA Automobiles,경유,1499,15.9,2등급,120,15000,"1,474.20","1,390,754"
2024,Peugeot 508 1.5 BlueHDi_(18inch tire),PSA Automobiles,경유,1499,17.47,1등급,108,15000,"1,474.20","1,265,769"
2024,Peugeot 508 1.5 BlueHDi_(19inch tire),PSA Automobiles,경유,1499,15.83,2등급,120,15000,"1,474.20","1,396,904"
2024,Peugeot 508SW 1.5 BlueHDi_(18inch tire),PSA Automobiles,경유,1499,17.47,1등급,108,15000,"1,474.20","1,265,769"
2024,Peugeot 508SW 1.5 BlueHDi_(19inch tire),PSA Automobiles,경유,1499,15.83,2등급,120,15000,"1,474.20","1,396,904"
2024,Peugeot New 308 1.5 BlueHDi,PSA Automobiles,경유,1499,17.4,1등급,108,15000,"1,474.20","1,270,862"
2024,Q2 35 TDI,아우디,경유,1968,16.85,1등급,111,15000,"1,474.20","1,312,344"
2024,Q3 35 TDI,아우디,경유,1968,14.975,2등급,128,15000,"1,474.20","1,476,661"
2024,Q3 35 TDI uattro,아우디,경유,1968,14.315,2등급,134,15000,"1,474.20","1,544,743"
2024,Q3 Sportback 35 TDI,아우디,경유,1968,14.975,2등급,128,15000,"1,474.20","1,476,661"
2024,Q3 Sportback 35 TDI uattro,아우디,경유,1968,14.31,2등급,135,15000,"1,474.20","1,545,283"
2024,Q5 40 TDI uattro,아우디,경유,1968,13.03,3등급,150,15000,"1,474.20","1,697,083"
2024,Q5 Sportback 40 TDI uattro,아우디,경유,1968,13.145,3등급,146,15000,"1,474.20","1,682,236"
2024,Q7 45 TDI uattro,아우디,경유,2967,10.77,4등급,183,15000,"1,474.20","2,053,203"
2024,Q7 45 TDI uattro,아우디,경유,2967,10.895,4등급,182,15000,"1,474.20","2,029,646"
2024,Q7 50 TDI uattro,아우디,경유,2967,10.75,4등급,185,15000,"1,474.20","2,057,023"
2024,Q7 50 TDI uattro,아우디,경유,2967,11.185,4등급,177,15000,"1,474.20","1,977,022"
2024,Q8 45 TDI uattro,아우디,경유,2967,10.46,4등급,190,15000,"1,474.20","2,114,053"
2024,Q8 45 TDI uattro,아우디,경유,2967,10.525,4등급,188,15000,"1,474.20","2,100,997"
2024,Q8 50 TDI uattro,아우디,경유,2967,10.27,4등급,192,15000,"1,474.20","2,153,164"
2024,Q8 50 TDI uattro,아우디,경유,2967,10.315,4등급,193,15000,"1,474.20","2,143,771"
2024,"QM6 New 2.0 DIESEL (4WD 18"" Tire)",르노코리아자동차(주),경유,1997,12.84,3등급,150,15000,"1,474.20","1,722,196"
2024,"QM6 New 2.0 DIESEL (4WD 19"" Tire)",르노코리아자동차(주),경유,1997,12.615,3등급,152,15000,"1,474.20","1,752,913"
2024,Ranger Raptor,포드,경유,1996,8.895,5등급,221,15000,"1,474.20","2,486,003"
2024,Ranger Raptor,포드,경유,1996,9.085,5등급,216,15000,"1,474.20","2,434,012"
2024,Ranger Wildtrak,포드,경유,1996,10.1,4등급,195,15000,"1,474.20","2,189,405"
2024,Ranger Wildtrak,포드,경유,1996,10.27,4등급,193,15000,"1,474.20","2,153,164"
2024,S350 d,벤츠,경유,2925,12.99,3등급,152,15000,"1,474.20","1,702,309"
2024,S350 d 4Matic,벤츠,경유,2925,12.655,3등급,156,15000,"1,474.20","1,747,372"
2024,S6 TDI,아우디,경유,2967,11.73,4등급,168,15000,"1,474.20","1,885,166"
2024,S7 TDI,아우디,경유,2967,11.73,4등급,168,15000,"1,474.20","1,885,166"
2024,Tiguan 2.0TDI,폭스바겐,경유,1968,15.73,2등급,121,15000,"1,474.20","1,405,785"
2024,Tiguan 2.0TDI 4Motion,폭스바겐,경유,1968,13.515,3등급,142,15000,"1,474.20","1,636,182"
2024,Tiguan Allspace 2.0 TDI,폭스바겐,경유,1968,14.83,2등급,129,15000,"1,474.20","1,491,099"
2024,Touareg 3.0TDI,폭스바겐,경유,2967,11.04,4등급,180,15000,"1,474.20","2,002,989"
2024,그랜드 스타렉스 2.5디젤 3밴 (15),현대,경유,2497,11.03,4등급,175,15000,"1,474.20","2,004,805"
2024,그랜드 스타렉스 2.5디젤 3밴 (15),현대,경유,2497,9.435,5등급,211,15000,"1,474.20","2,343,720"
2024,그랜드 스타렉스 2.5디젤 5밴 (15),현대,경유,2497,11.03,4등급,175,15000,"1,474.20","2,004,805"
2024,그랜드 스타렉스 2.5디젤 5밴 (15),현대,경유,2497,9.435,5등급,211,15000,"1,474.20","2,343,720"
2024,그랜드스타렉스 2.5 디젤 3밴 5AT (20MY),현대,경유,2497,10.08,4등급,196,15000,"1,474.20","2,193,750"
2024,그랜드스타렉스 2.5 디젤 3밴 6MT (20MY),현대,경유,2497,11.085,4등급,175,15000,"1,474.20","1,994,857"
2024,그랜드스타렉스 2.5 디젤 5밴 5AT (20MY),현대,경유,2497,10.08,4등급,196,15000,"1,474.20","2,193,750"
2024,그랜드스타렉스 2.5 디젤 5밴 6MT (20MY),현대,경유,2497,11.085,4등급,175,15000,"1,474.20","1,994,857"
2024,그랜드스타렉스 2.5디젤 2WD 5AT (PE2),현대,경유,2497,9.815,4등급,203,15000,"1,474.20","2,252,980"
2024,그랜드스타렉스 2.5디젤 2WD 5AT_9인 (PE2),현대,경유,2497,9.57,4등급,210,15000,"1,474.20","2,310,658"
2024,그랜드스타렉스 2.5디젤 2WD 5AT_9인 (PE2/20MY),현대,경유,2497,9.57,4등급,210,15000,"1,474.20","2,310,658"
2024,그랜드스타렉스 2.5디젤 2WD 6MT (PE2),현대,경유,2497,10.975,4등급,177,15000,"1,474.20","2,014,851"
2024,그랜드스타렉스 2.5디젤 4WD 5AT (PE2),현대,경유,2497,8.99,5등급,222,15000,"1,474.20","2,459,733"
2024,그랜드스타렉스 2.5디젤 4WD 5AT_9인 (PE2),현대,경유,2497,9.035,5등급,220,15000,"1,474.20","2,447,482"
