년도,모델명,제조사,유종,배기량,복합연비,등급,CO2 배출량,평균주행거리(km),경유 단가(원/L),1년 유지비(원)
2019,BMW X3 xDrive20d,BMW,경유,1995,12.1,3등급,162,15000,"1,474.20","1,827,520"
2019,레인지로버 이보크 2.0D,랜드로버,경유,1999,12.3,3등급,156,15000,"1,474.20","1,797,804"
2019,Q2 35 TDI,아우디,경유,1968,15.1,2등급,125,15000,"1,474.20","1,464,437"
2019,"스포티지 2.0디젤 2WD 8AT (PE/18""타이어)",기아,경유,1995,14.1,2등급,134,15000,"1,474.20","1,568,297"
2019,Peugeot 2008 1.5 BlueHDi,PSA Automobiles,경유,1499,15.1,2등급,124,15000,"1,474.20","1,464,437"
2019,카이엔 디젤,포르쉐,경유,2967,10.8,4등급,187,15000,"1,474.20","2,047,500"
2019,"스포티지 2.0디젤 2WD 8AT (PE/17""타이어)",기아,경유,1995,14.4,2등급,131,15000,"1,474.20","1,535,625"
2019,BMW 420d Coupe RDE2,BMW,경유,1995,13.2,3등급,145,15000,"1,474.20","1,675,227"
2019,"팰리세이드 2.2디젤 2WD 7인(18"" 타이어)",현대,경유,2199,12.6,3등급,151,15000,"1,474.20","1,755,000"
2019,렉스턴스포츠 2.2 디젤 2WD 6MT SCR,쌍용,경유,2157,11.3,4등급,171,15000,"1,474.20","1,956,902"
2019,BMW 520d,BMW,경유,1995,13.4,3등급,142,15000,"1,474.20","1,650,223"
2019,벤츠 E 220 d Cabriolet,벤츠,경유,1950,13.4,3등급,142,15000,"1,474.20","1,650,223"
2019,BMW 320d,BMW,경유,1995,14.3,2등급,132,15000,"1,474.20","1,546,363"
2019,BMW 730d xDrive WLTP,BMW,경유,2993,11.6,3등급,166,15000,"1,474.20","1,906,293"
2019,SQ5 TDI,아우디,경유,2967,11.5,4등급,168,15000,"1,474.20","1,922,869"
2019,Citroen C4 Cactus 1.5 BlueHDi,PSA Automobiles,경유,1499,15.5,2등급,121,15000,"1,474.20","1,426,645"
2019,BMW 630d,BMW,경유,2993,11.4,4등급,170,15000,"1,474.20","1,939,736"
2019,Peugeot 508 GT 2.0 BlueHDi,PSA Automobiles,경유,1997,13.3,3등급,143,15000,"1,474.20","1,662,631"
2019,"QM6 1.7 DIESEL (2WD 17"" Tire)",르노삼성,경유,1749,14.4,2등급,132,15000,"1,474.20","1,535,625"
2019,GV70 2.2디젤 2WD 21인치 (스포츠패키지),현대,경유,2151,12.6,3등급,152,15000,"1,474.20","1,755,000"
2019,싼타페 2.2디젤 2WD 5인 20인치타이어,현대,경유,2151,13.6,3등급,139,15000,"1,474.20","1,625,955"
2019,A4 35 TDI,아우디,경유,1968,15.9,2등급,117,15000,"1,474.20","1,390,754"
2019,BMW X3 xDrive30d,BMW,경유,2993,11.3,4등급,175,15000,"1,474.20","1,956,902"
2019,BMW 218d Gran Coupe,BMW,경유,1995,14.3,2등급,132,15000,"1,474.20","1,546,363"
2019,G80 2.2디젤 AWD 19인치타이어,현대,경유,2151,12.7,3등급,151,15000,"1,474.20","1,741,181"
2019,S6 TDI,아우디,경유,2967,11.4,4등급,169,15000,"1,474.20","1,939,736"
2019,Arteon 2.0 TDI,폭스바겐,경유,1968,15,2등급,125,15000,"1,474.20","1,474,200"
2019,렉스턴스포츠 2.2 디젤 4WD 6MT SCR,쌍용,경유,2157,11,4등급,177,15000,"1,474.20","2,010,272"
2019,"카니발 2.2디젤 2WD 11인승 (17"" 타이어)",기아,경유,2199,11.4,4등급,169,15000,"1,474.20","1,939,736"
2019,싼타페 2.0 디젤 2WD 7인 (19'' 타이어),현대,경유,1995,13.1,3등급,146,15000,"1,474.20","1,688,015"
2019,Peugeot 508SW 1.5 BlueHDi,PSA Automobiles,경유,1499,14.6,2등급,129,15000,"1,474.20","1,514,589"
2019,A6 50 TDI uattro,아우디,경유,2967,12.5,3등급,153,15000,"1,474.20","1,769,040"
2019,G70(IK PE) 2.2디젤 AWD_17인치타이어,현대,경유,2199,13.3,3등급,144,15000,"1,474.20","1,662,631"
2019,Q3 Sportback 35 TDI,아우디,경유,1968,14.3,2등급,133,15000,"1,474.20","1,546,363"
2019,BMW X6 xDrive30d WLTP,BMW,경유,2993,10,4등급,195,15000,"1,474.20","2,211,300"
2019,GV70 2.2디젤 AWD 21인치 (스포츠패키지),현대,경유,2151,12,3등급,161,15000,"1,474.20","1,842,750"
2019,"투싼 개조차 1.6디젤 AWD (19""타이어)",현대,경유,1598,13.8,2등급,137,15000,"1,474.20","1,602,391"
2019,BMW X7 xDrive30d,BMW,경유,2993,9.5,4등급,206,15000,"1,474.20","2,327,684"
2019,그랜드스타렉스 2.5디젤 4WD 리무진 (20MY_6P_N/HR),현대,경유,2497,8.3,5등급,237,15000,"1,474.20","2,664,216"
2019,BMW 740d xDrive,BMW,경유,2993,12.7,3등급,151,15000,"1,474.20","1,741,181"
2019,GV80 3.0디젤 AWD 5인 22인치타이어,현대,경유,2996,10.6,4등급,184,15000,"1,474.20","2,086,132"
2019,BMW 420d Coupe WLTP,BMW,경유,1995,13.7,3등급,139,15000,"1,474.20","1,614,087"
2019,티볼리 1.6 디젤 2WD 6AT SCR 16인치 타이어,쌍용,경유,1597,15.2,2등급,124,15000,"1,474.20","1,454,802"
2019,트랙스 1.6 디젤,한국지엠,경유,1598,14.1,2등급,135,15000,"1,474.20","1,568,297"
2019,Peugeot 3008 GT 2.0 BlueHDi,PSA Automobiles,경유,1997,12.9,3등급,148,15000,"1,474.20","1,714,186"
2019,포터 2.5디젤 장축 슈퍼캡(유로6) (15),현대,경유,2497,9.6,4등급,202,15000,"1,474.20","2,303,437"
2019,볼보 XC90D5 AWD,볼보,경유,1969,10.9,4등급,176,15000,"1,474.20","2,028,715"
2019,그랜드스타렉스 2.5디젤 4WD 5AT_9인 (PE2/20MY),현대,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,BMW 320d xDrive,BMW,경유,1995,14.1,2등급,134,15000,"1,474.20","1,568,297"
2019,BMW 730d xDrive,BMW,경유,2993,11.8,3등급,163,15000,"1,474.20","1,873,983"
2019,Q8 50 TDI uattro,아우디,경유,2967,10.5,4등급,186,15000,"1,474.20","2,106,000"
2019,"투싼 개조차 2.0디젤 2WD 8AT (17""타이어)",현대,경유,1995,14.4,2등급,131,15000,"1,474.20","1,535,625"
2019,"카니발(PE 20MY) 2.2디젤 2WD 11인승 (17"" 타이어)",기아,경유,2199,11.4,4등급,169,15000,"1,474.20","1,939,736"
2019,쏘렌토 2.2디젤 4WD 5인 18인치타이어 (빌트인캠),기아,경유,2151,13.3,3등급,144,15000,"1,474.20","1,662,631"
2019,BMW X1 xDrive18d,BMW,경유,1995,12,3등급,159,15000,"1,474.20","1,842,750"
2019,"스포티지 2.0디젤 4WD (PE/17""타이어)",기아,경유,1995,12.9,3등급,148,15000,"1,474.20","1,714,186"
2019,"코나 1.6디젤 2WD (18"" 타이어)",현대,경유,1598,16.8,1등급,110,15000,"1,474.20","1,316,250"
2019,포터 2.5디젤 4WD 더블캡(유로6) (15),현대,경유,2497,8.8,5등급,223,15000,"1,474.20","2,512,840"
2019,렉스턴스포츠 2.2 디젤 2WD 6AT SCR,쌍용,경유,2157,10.4,4등급,188,15000,"1,474.20","2,126,250"
2019,BMW 320d xDrive Gran Turismo WLTP,BMW,경유,1995,12.1,3등급,158,15000,"1,474.20","1,827,520"
2019,SQ8 TDI,아우디,경유,3956,8.5,5등급,232,15000,"1,474.20","2,601,529"
2019,MINI Cooper D Countryman,BMW,경유,1995,13.6,3등급,140,15000,"1,474.20","1,625,955"
2019,BMW M550d xDrive,BMW,경유,2993,11.6,3등급,167,15000,"1,474.20","1,906,293"
2019,Citroen C3 AirCross 1.5 BlueHDi,PSA Automobiles,경유,1499,14.1,2등급,134,15000,"1,474.20","1,568,297"
2019,카니발 2.2디젤 11인 18인치타이어(빌트인캠),기아,경유,2151,12.4,3등급,154,15000,"1,474.20","1,783,306"
2019,"스포티지 1.6디젤 4WD (PE/17""타이어)",기아,경유,1598,14.6,2등급,129,15000,"1,474.20","1,514,589"
2019,DS3 Crossback 1.5 BlueHDi,PSA Automobiles,경유,1499,15.6,2등급,120,15000,"1,474.20","1,417,500"
2019,"카니발(PE 20MY) 2.2디젤 2WD 9인승 (19"" 타이어)",기아,경유,2199,11.3,4등급,171,15000,"1,474.20","1,956,902"
2019,카니발 2.2디젤 9인 18인치/19인치타이어,기아,경유,2151,13.1,3등급,146,15000,"1,474.20","1,688,015"
2019,"스포티지 2.0디젤 2WD 6MT (PE/18""타이어)",기아,경유,1995,14.4,2등급,131,15000,"1,474.20","1,535,625"
2019,포터 2.5디젤 초장축 더블캡(유로6) (15),현대,경유,2497,8.6,5등급,227,15000,"1,474.20","2,571,279"
2019,마칸 S 디젤,포르쉐,경유,2967,11.3,4등급,171,15000,"1,474.20","1,956,902"
2019,BMW X6 xDrive40d,BMW,경유,2993,10.5,4등급,185,15000,"1,474.20","2,106,000"
2019,G70 2.2디젤 2WD_17인치타이어 (15),현대,경유,2199,15.2,2등급,124,15000,"1,474.20","1,454,802"
2019,BMW 435d xDrive Gran Coupe WLTP,BMW,경유,2993,11.5,4등급,167,15000,"1,474.20","1,922,869"
2019,쏘렌토 2.2디젤 4WD 5인 20인치타이어,기아,경유,2151,13,3등급,147,15000,"1,474.20","1,701,000"
2019,GV80 3.0디젤 2WD 5인 19인치 타이어,현대,경유,2996,11.8,3등급,164,15000,"1,474.20","1,873,983"
2019,Q5 50 TDI uattro,아우디,경유,2967,11.1,4등급,175,15000,"1,474.20","1,992,162"
2019,Peugeot 3008 1.5 BlueHDi,PSA Automobiles,경유,1499,14,2등급,135,15000,"1,474.20","1,579,500"
2019,B200 d,벤츠,경유,2143,14.8,2등급,127,15000,"1,474.20","1,494,121"
2019,그랜드스타렉스 2.5 디젤 3밴 5AT (20MY),현대,경유,2497,10,4등급,196,15000,"1,474.20","2,211,300"
2019,싼타페 2.2 디젤 2WD 5인 (18'' 타이어),현대,경유,2199,13.6,3등급,140,15000,"1,474.20","1,625,955"
2019,BMW 420d xDrive Gran Coupe RDE,BMW,경유,1995,11.9,3등급,162,15000,"1,474.20","1,858,235"
2019,GV80 3.0디젤 2WD 7인 20인치 타이어(DS),현대,경유,2996,11.2,4등급,173,15000,"1,474.20","1,974,375"
2019,BMW 320d Gran Turismo xDrive,BMW,경유,1995,13.5,3등급,141,15000,"1,474.20","1,638,000"
2019,코란도 1.6 디젤 6AT 2WD SCR 17인치 타이어,쌍용,경유,1597,14.6,2등급,130,15000,"1,474.20","1,514,589"
2019,그랜드스타렉스 2.5디젤 2WD 5AT_9인 (PE2),현대,경유,2497,9.4,4등급,210,15000,"1,474.20","2,352,446"
2019,모하비 3.0 디젤 2WD 7인,기아,경유,2959,10.1,4등급,193,15000,"1,474.20","2,189,405"
2019,BMW X5 xDrive30d,BMW,경유,2993,10.7,4등급,181,15000,"1,474.20","2,066,635"
2019,짚 그랜드 체로키,크라이슬러,경유,2987,9.7,4등급,201,15000,"1,474.20","2,279,690"
2019,"투싼 개조차 1.6디젤 2WD (20MY_18""타이어)",현대,경유,1598,15.8,2등급,118,15000,"1,474.20","1,399,556"
2019,Peugeot 308 1.5 BlueHDi,PSA Automobiles,경유,1499,15.1,2등급,125,15000,"1,474.20","1,464,437"
2019,G70 2.2디젤 2WD_17인치타이어_20MY,현대,경유,2199,15.2,2등급,124,15000,"1,474.20","1,454,802"
2019,"카니발(PE 20MY) 2.2디젤 2WD 7인승 (19"" 타이어)",기아,경유,2199,11.3,4등급,171,15000,"1,474.20","1,956,902"
2019,Mercedes-Benz E 220 d 4MATIC,벤츠,경유,1950,13.6,3등급,139,15000,"1,474.20","1,625,955"
2019,BMW X4 xDrive30d,BMW,경유,2993,12.3,3등급,157,15000,"1,474.20","1,797,804"
2019,BMW X7 M50d,BMW,경유,2993,9,5등급,217,15000,"1,474.20","2,457,000"
2019,싼타페 2.2 디젤 AWD 7인 (19'' 타이어),현대,경유,2199,12,3등급,160,15000,"1,474.20","1,842,750"
2019,BMW 320d xDrive,BMW,경유,1995,13.5,3등급,141,15000,"1,474.20","1,638,000"
2019,"셀토스 1.6디젤 2WD (16"" 타이어)",기아,경유,1598,17.6,1등급,105,15000,"1,474.20","1,256,420"
2019,카니발 2.2디젤 9인 18인치/19인치타이어(빌트인캠),기아,경유,2151,13,3등급,147,15000,"1,474.20","1,701,000"
2019,벤츠 E 220 d,벤츠,경유,1950,13.9,2등급,136,15000,"1,474.20","1,590,863"
2019,봉고 1톤 초장축 슈퍼캡 MT (강화유로6),기아,경유,2497,9.9,4등급,195,15000,"1,474.20","2,233,636"
2019,그랜드스타렉스 2.5디젤 4WD 5AT (PE2),현대,경유,2497,8.9,5등급,222,15000,"1,474.20","2,484,606"
2019,BMW X3 xDrive20d,BMW,경유,1995,11.9,3등급,161,15000,"1,474.20","1,858,235"
2019,BMW M550d xDrive WLTP,BMW,경유,2993,11.2,4등급,173,15000,"1,474.20","1,974,375"
2019,A6 45 TDI uattro,아우디,경유,2967,12.5,3등급,153,15000,"1,474.20","1,769,040"
2019,렉스턴스포츠 2.2 디젤 4WD 6AT SCR,쌍용,경유,2157,10.1,4등급,194,15000,"1,474.20","2,189,405"
2019,쏘렌토(19MY) 2.0디젤 AWD ISG 5인 19인치,기아,경유,1995,12,3등급,160,15000,"1,474.20","1,842,750"
2019,BMW 840d xDrive,BMW,경유,2993,10.9,4등급,178,15000,"1,474.20","2,028,715"
2019,G80 2.2디젤 2WD 19인치타이어,현대,경유,2151,14.4,2등급,132,15000,"1,474.20","1,535,625"
2019,쏘렌토(19MY) 2.2디젤 AWD ISG 7인 18인치,기아,경유,2199,12.2,3등급,157,15000,"1,474.20","1,812,540"
2019,봉고 1t 초장축 표준캡(유로6) (15),기아,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,쏘렌토(19MY) 2.2디젤 AWD ISG 5인 19인치,기아,경유,2199,12.2,3등급,157,15000,"1,474.20","1,812,540"
2019,싼타페 2.2 디젤 AWD 7인 (18'' 타이어),현대,경유,2199,12.3,3등급,156,15000,"1,474.20","1,797,804"
2019,"투싼 개조차 1.6디젤 AWD (20MY_19""타이어)",현대,경유,1598,13.8,2등급,137,15000,"1,474.20","1,602,391"
2019,봉고 1톤 초장축 더블캡 AT (강화유로6),기아,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,봉고 1t 장축 슈퍼캡(유로6) (15),기아,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,레인지로버 이보크 D150,랜드로버,경유,1999,12.5,3등급,153,15000,"1,474.20","1,769,040"
2019,카니발(PE 20MY) 2.2디젤 2WD 9인승 (18'' 타이어),기아,경유,2199,11.4,4등급,170,15000,"1,474.20","1,939,736"
2019,GV80 3.0디젤 2WD 7인 19인치 타이어,현대,경유,2996,11.2,4등급,173,15000,"1,474.20","1,974,375"
2019,Q8 45 TDI uattro,아우디,경유,2967,10.7,4등급,182,15000,"1,474.20","2,066,635"
2019,"투싼 개조차 1.6디젤 AWD (17""타이어)",현대,경유,1598,14.4,2등급,130,15000,"1,474.20","1,535,625"
2019,모하비 3.0 디젤 4WD 5인,기아,경유,2959,9.6,4등급,205,15000,"1,474.20","2,303,437"
2019,G70(IK PE)  2.2디젤 AWD_18/19인치타이어,현대,경유,2199,13.1,3등급,146,15000,"1,474.20","1,688,015"
2019,A7 50 TDI uattro,아우디,경유,2967,10.6,4등급,182,15000,"1,474.20","2,086,132"
2019,BMW 118d,BMW,경유,1995,14.3,2등급,133,15000,"1,474.20","1,546,363"
2019,포터 2.5디젤 4x4덤프(강화유로6),현대,경유,2497,8.8,5등급,222,15000,"1,474.20","2,512,840"
2019,쏘렌토 2.2디젤 2WD 7인 20인치타이어,기아,경유,2151,13.7,3등급,139,15000,"1,474.20","1,614,087"
2019,포터 2.5디젤 초장축 슈퍼캡(유로6) (15),현대,경유,2497,9.6,4등급,202,15000,"1,474.20","2,303,437"
2019,재규어 XJ 3.0D,재규어,경유,2993,12.3,3등급,156,15000,"1,474.20","1,797,804"
2019,"모하비(PE2) 3.0디젤 4WD 6인(20"" 타이어)",기아,경유,2959,9.3,5등급,211,15000,"1,474.20","2,377,741"
2019,쏘렌토 2.2디젤 2WD 6인 18인치타이어 (빌트인캠),기아,경유,2151,14.2,2등급,134,15000,"1,474.20","1,557,253"
2019,렉스턴스포츠 칸 2.2 디젤 2WD 6AT SCR,쌍용,경유,2157,10.3,4등급,190,15000,"1,474.20","2,146,893"
2019,"팰리세이드 2.2디젤 AWD 8인(20""타이어)",현대,경유,2199,11.5,4등급,167,15000,"1,474.20","1,922,869"
2019,GV80 3.0디젤 AWD 5인 20인치타이어,현대,경유,2996,10.6,4등급,184,15000,"1,474.20","2,086,132"
2019,BMW 420d Grand Coupe WLTP,BMW,경유,1995,12.4,3등급,153,15000,"1,474.20","1,783,306"
2019,A6 40 TDI,아우디,경유,1968,15.8,2등급,119,15000,"1,474.20","1,399,556"
2019,티볼리 1.6 디젤 2WD 6AT SCR,쌍용,경유,1597,14.5,2등급,130,15000,"1,474.20","1,525,034"
2019,디스커버리 스포츠 D180,랜드로버,경유,1999,11.5,4등급,167,15000,"1,474.20","1,922,869"
2019,포터 2.5디젤 초장축 슈퍼캡(유로6) (15),현대,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,포터 2.5디젤 초장축 표준캡(유로6) (15),현대,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,"셀토스 1.6디젤 4WD (17"" 타이어)",기아,경유,1598,15.3,2등급,122,15000,"1,474.20","1,445,294"
2019,짚 체로키 2.2,크라이슬러,경유,2184,11.1,4등급,175,15000,"1,474.20","1,992,162"
2019,"G80 2.2디젤 AWD (19""타이어) (15)",현대,경유,2199,12.1,3등급,159,15000,"1,474.20","1,827,520"
2019,"코나 1.6디젤 4WD (17"" 타이어)",현대,경유,1598,15.3,2등급,123,15000,"1,474.20","1,445,294"
2019,싼타페 2.2디젤 AWD 7인 20인치타이어,현대,경유,2151,12.8,3등급,149,15000,"1,474.20","1,727,578"
2019,BMW 620d xDrive,BMW,경유,1995,12.4,3등급,154,15000,"1,474.20","1,783,306"
2019,포터 2.5디젤 4WD 표준캡(유로6) (15),현대,경유,2497,8.8,5등급,222,15000,"1,474.20","2,512,840"
2019,"K7 2.2디젤 (17""타이어)",기아,경유,2199,14.6,2등급,130,15000,"1,474.20","1,514,589"
2019,MINI Cooper SD Countryman ALL4 RDE,MINI,경유,1995,12.6,3등급,151,15000,"1,474.20","1,755,000"
2019,마세라티 르반떼 디젤,마세라티,경유,2987,9.7,4등급,201,15000,"1,474.20","2,279,690"
2019,Q3 Sportback 35 TDI uattro,아우디,경유,1968,14,2등급,135,15000,"1,474.20","1,579,500"
2019,레인지로버 이보크 D180,랜드로버,경유,1999,11.9,3등급,162,15000,"1,474.20","1,858,235"
2019,그랜드 스타렉스 2.5디젤 5밴 (15),현대,경유,2497,9.3,5등급,211,15000,"1,474.20","2,377,741"
2019,BMW X5 M50d,BMW,경유,2993,9.5,4등급,212,15000,"1,474.20","2,327,684"
2019,BMW X6 M50d,BMW,경유,2993,9.5,4등급,212,15000,"1,474.20","2,327,684"
2019,쏘렌토(19MY) 2.0디젤 AWD ISG 5인 18인치,기아,경유,1995,12.4,3등급,155,15000,"1,474.20","1,783,306"
2019,GV80 3.0디젤 2WD 5인 20인치 타이어,현대,경유,2996,11.6,3등급,167,15000,"1,474.20","1,906,293"
2019,BMW 740Ld xDrive,BMW,경유,2993,12.1,3등급,160,15000,"1,474.20","1,827,520"
2019,봉고 덤프 4WD 슈퍼캡(유로6) (15),기아,경유,2497,8.5,5등급,230,15000,"1,474.20","2,601,529"
2019,"셀토스 1.6디젤 2WD (17"" 타이어)",기아,경유,1598,17,1등급,109,15000,"1,474.20","1,300,764"
2019,G80 2.2디젤 AWD 18인치 (빌트인캠),현대,경유,2151,13,3등급,147,15000,"1,474.20","1,701,000"
2019,짚 그랜드 체로키,크라이슬러,경유,2987,9.3,5등급,212,15000,"1,474.20","2,377,741"
2019,BMW 730d xDrive,BMW,경유,2993,12.2,3등급,157,15000,"1,474.20","1,812,540"
2019,"카니발 2.2디젤 2WD 7인승 (19"" 타이어)",기아,경유,2199,11.3,4등급,171,15000,"1,474.20","1,956,902"
2019,그랜드스타렉스(PE2)2.5디젤 4WD 리무진 (9P_N/HR),현대,경유,2497,8.3,5등급,237,15000,"1,474.20","2,664,216"
2019,싼타페 2.2디젤 AWD 7인 18인치타이어,현대,경유,2151,13.2,3등급,144,15000,"1,474.20","1,675,227"
2019,그랜드 스타렉스 2.5디젤 3밴 (15),현대,경유,2497,9.3,5등급,211,15000,"1,474.20","2,377,741"
2019,G80 2.2디젤 2WD 18인치 (빌트인캠),현대,경유,2151,14.4,2등급,132,15000,"1,474.20","1,535,625"
2019,E220 d Coupe,벤츠,경유,1950,14.6,2등급,130,15000,"1,474.20","1,514,589"
2019,GV80 3.0디젤 AWD 5인 19인치타이어(DS),현대,경유,2996,10.9,4등급,179,15000,"1,474.20","2,028,715"
2019,봉고 1t 4WD 슈퍼캡(유로6) (15),기아,경유,2497,8.8,5등급,222,15000,"1,474.20","2,512,840"
2019,BMW X6 M50d WLTP,BMW,경유,2993,8.9,5등급,221,15000,"1,474.20","2,484,606"
2019,GLS350 d 4Matic,벤츠,경유,2987,9.5,4등급,207,15000,"1,474.20","2,327,684"
2019,쏘렌토 2.2디젤 4WD 6인 20인치타이어,기아,경유,2151,13,3등급,147,15000,"1,474.20","1,701,000"
2019,MINI Cooper D Clubman,BMW,경유,1995,14.1,2등급,134,15000,"1,474.20","1,568,297"
2019,마세라티 르반떼 디젤,마세라티,경유,2987,9.3,5등급,210,15000,"1,474.20","2,377,741"
2019,포터 2.5디젤 장축 더블캡(유로6) (15),현대,경유,2497,8.6,5등급,227,15000,"1,474.20","2,571,279"
2019,포터 2.5디젤 초장축 표준캡 AT(강화유로6),현대,경유,2497,9,5등급,216,15000,"1,474.20","2,457,000"
2019,싼타페 2.2디젤 AWD 5인 18인치타이어,현대,경유,2151,13.5,3등급,141,15000,"1,474.20","1,638,000"
2019,코란도 1.6 디젤 6MT 2WD SCR,쌍용,경유,1597,14.5,2등급,130,15000,"1,474.20","1,525,034"
2019,"QM6 2.0 DIESEL New (4WD 19"" Tire)",르노삼성,경유,1997,12.5,3등급,153,15000,"1,474.20","1,769,040"
2019,BMW 523d xDrive,BMW,경유,1995,15.3,2등급,123,15000,"1,474.20","1,445,294"
2019,BMW 630d xDrive,BMW,경유,2993,11.4,4등급,170,15000,"1,474.20","1,939,736"
2019,포터 2.5디젤 초장축 표준캡(유로6) (15),현대,경유,2497,9.6,4등급,202,15000,"1,474.20","2,303,437"
2019,Tiguan Allspace 2.0 TDI,폭스바겐,경유,1968,13.5,3등급,141,15000,"1,474.20","1,638,000"
2019,BMW 320d Touring,BMW,경유,1995,14.1,2등급,134,15000,"1,474.20","1,568,297"
2019,A4 40 TDI uattro,아우디,경유,1968,13.8,2등급,138,15000,"1,474.20","1,602,391"
2019,디스커버리 스포츠 TD4 180PS,랜드로버,경유,1999,12.1,3등급,159,15000,"1,474.20","1,827,520"
2019,싼타페 2.2디젤 2WD 5인 18인치타이어(빌트인캠),현대,경유,2151,13.9,2등급,136,15000,"1,474.20","1,590,863"
2019,MINI Cooper D Countryman ALL4,MINI,경유,1995,13.4,3등급,141,15000,"1,474.20","1,650,223"
2019,싼타페 2.2디젤 2WD 7인 18인치타이어(빌트인캠),현대,경유,2151,13.9,2등급,136,15000,"1,474.20","1,590,863"
2019,GV80 3.0디젤 2WD 7인 19인치 타이어(DS),현대,경유,2996,11.2,4등급,173,15000,"1,474.20","1,974,375"
2019,Mercedes-Benz GLS 400 d 4MATIC,벤츠,경유,2925,9.8,4등급,199,15000,"1,474.20","2,256,428"
2019,BMW 530d,BMW,경유,2993,13.5,3등급,147,15000,"1,474.20","1,638,000"
2019,"카니발 2.2디젤 하이리무진 9인(19"" 타이어)",기아,경유,2199,10.3,4등급,189,15000,"1,474.20","2,146,893"
2019,DS7 Crossback 2.0 BlueHDi,PSA Automobiles,경유,1997,12.8,3등급,149,15000,"1,474.20","1,727,578"
2019,포터 2.5디젤 장축 슈퍼캡(유로6) (15),현대,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2024,S350 d,벤츠,경유,2925,13.37,3등급,148,15000,"1,474.20","1,653,926"
2019,A8L 50 TDI uattro,아우디,경유,2967,11.1,4등급,174,15000,"1,474.20","1,992,162"
2019,코란도 1.6 디젤 6AT AWD SCR,쌍용,경유,1597,13.3,3등급,143,15000,"1,474.20","1,662,631"
2019,렉스턴스포츠 칸 2.2 디젤 4WD 6AT SCR,쌍용,경유,2157,10,4등급,196,15000,"1,474.20","2,211,300"
2019,봉고 1t 장축 표준캡(유로6) (15),기아,경유,2497,8.9,5등급,220,15000,"1,474.20","2,484,606"
2019,포터 2.5디젤 초장축 더블캡 MT(강화유로6),현대,경유,2497,9.7,4등급,199,15000,"1,474.20","2,279,690"
2019,Tiguan 2.0 TDI 4Motion,폭스바겐,경유,1968,12.8,3등급,149,15000,"1,474.20","1,727,578"
2019,MINI Cooper SD,MINI,경유,1995,16.1,1등급,116,15000,"1,474.20","1,373,478"
2019,"셀토스 1.6디젤 4WD (18"" 타이어)",기아,경유,1598,14.8,2등급,127,15000,"1,474.20","1,494,121"
2019,"투싼 개조차 1.6디젤 2WD (20MY_19""타이어)",현대,경유,1598,15.3,2등급,122,15000,"1,474.20","1,445,294"
2019,디스커버리 스포츠 D150,랜드로버,경유,1999,11.4,4등급,170,15000,"1,474.20","1,939,736"
2019,Mercedes-Benz GLE 300 d 4MATIC,벤츠,경유,1950,10.7,4등급,181,15000,"1,474.20","2,066,635"
2019,렉스턴스포츠 칸 2.2 디젤 4WD 6MT SCR,쌍용,경유,2157,10.9,4등급,178,15000,"1,474.20","2,028,715"
2019,CLS400 d 4Matic,벤츠,경유,2925,11.7,3등급,165,15000,"1,474.20","1,890,000"
2019,BMW 320d Touring,BMW,경유,1995,14,2등급,136,15000,"1,474.20","1,579,500"
2019,레인지로버 벨라 D300,랜드로버,경유,2993,10.8,4등급,179,15000,"1,474.20","2,047,500"
2019,"팰리세이드 2.2디젤 2WD 7인(20""타이어)",현대,경유,2199,12,3등급,160,15000,"1,474.20","1,842,750"
2019,쏘렌토 2.2디젤 2WD 5인 18인치타이어 (빌트인캠),기아,경유,2151,14.2,2등급,134,15000,"1,474.20","1,557,253"
2019,Peugeot 508 SW 2.0 BlueHDi,PSA Automobiles,경유,1997,13.3,3등급,143,15000,"1,474.20","1,662,631"
2019,그랜드스타렉스(PE2) 2.5디젤 하이루프(12인),현대,경유,2497,9.2,5등급,213,15000,"1,474.20","2,403,586"
2019,BMW X1 xDrive18d,BMW,경유,1995,13.3,3등급,143,15000,"1,474.20","1,662,631"
2019,카니발 2.2디젤 11인 18인치타이어,기아,경유,2151,12.7,3등급,151,15000,"1,474.20","1,741,181"
2019,"모하비(PE2) 3.0디젤 4WD 5인(18""/20"" 타이어)",기아,경유,2959,9.4,4등급,209,15000,"1,474.20","2,352,446"
2019,그랜드스타렉스 2.5디젤 어린이버스(법규대응),현대,경유,2497,9.2,5등급,213,15000,"1,474.20","2,403,586"
2019,"카니발(PE 20MY) 2.2디젤 아웃도어 9인(19"" 타이어)",기아,경유,2199,10.3,4등급,189,15000,"1,474.20","2,146,893"
2019,볼보 V90CCD5 AWD,볼보,경유,1969,12.6,3등급,152,15000,"1,474.20","1,755,000"
2019,GV70 2.2디젤 AWD 18인치(빌트인캠),현대,경유,2151,12.8,3등급,150,15000,"1,474.20","1,727,578"
